"","V1","Country","City","AccentCity","Region","Population","Latitude","Longitude"
"2295",75046,"us","maplewood","Maplewood","MO",8775,38.6125,-90.3244444
"2296",75063,"us","marshall","Marshall","MO",11813,39.1230556,-93.1966667
"2297",75076,"us","maryland heights","Maryland Heights","MO",25311,38.7130556,-90.4297222
"2298",75078,"us","maryville","Maryville","MO",10670,40.3461111,-94.8722222
"2299",75136,"us","mehlville","Mehlville","MO",29175,38.5083333,-90.3227778
"2300",75161,"us","mexico","Mexico","MO",10788,39.1697222,-91.8827778
"2301",75225,"us","moberly","Moberly","MO",13849,39.4183333,-92.4380556
"2302",75303,"us","murphy","Murphy","MO",8834,38.4902778,-90.4869444
"2303",75335,"us","neosho","Neosho","MO",10890,36.8688889,-94.3677778
"2304",75397,"us","nixa","Nixa","MO",14973,37.0433333,-93.2941667
"2305",75455,"us","oakville","Oakville","MO",36787,38.47,-90.3044444
"2306",75536,"us","overland","Overland","MO",16130,38.7011111,-90.3622222
"2307",75547,"us","ozark","Ozark","MO",15951,37.0208333,-93.2058333
"2308",75716,"us","poplar bluff","Poplar Bluff","MO",16488,36.7569444,-90.3927778
"2309",75809,"us","raymore","Raymore","MO",14620,38.8019444,-94.4525
"2310",75810,"us","raytown","Raytown","MO",29219,39.0086111,-94.4633333
"2311",75838,"us","republic","Republic","MO",10423,37.12,-93.48
"2312",75855,"us","richmond heights","Richmond Heights","MO",9312,38.6286111,-90.3194444
"2313",75916,"us","rolla","Rolla","MO",17865,37.9513889,-91.7711111
"2314",75971,"us","saint ann","Saint Ann","MO",13205,38.7272222,-90.3830556
"2315",75976,"us","saint charles","Saint Charles","MO",62011,38.7838889,-90.4811111
"2316",75986,"us","saint joseph","Saint Joseph","MO",71745,39.7686111,-94.8463889
"2317",75987,"us","saint louis","Saint Louis","MO",320916,38.6272222,-90.1977778
"2318",75992,"us","saint peters","Saint Peters","MO",53779,38.8002778,-90.6263889
"2319",76023,"us","sappington","Sappington","MO",6426,38.5369444,-90.3797222
"2320",76059,"us","sedalia","Sedalia","MO",19772,38.7044444,-93.2280556
"2321",76127,"us","sikeston","Sikeston","MO",17026,36.8766667,-89.5877778
"2322",76187,"us","spanish lake","Spanish Lake","MO",21637,38.7877778,-90.2158333
"2323",76207,"us","springfield","Springfield","MO",150443,37.2152778,-93.2980556
"2324",76406,"us","town and country","Town and Country","MO",10818,38.6122222,-90.4633333
"2325",76458,"us","university city","University City","MO",37634,38.6666667,-90.3208333
"2326",76546,"us","warrensburg","Warrensburg","MO",17431,38.7627778,-93.7358333
"2327",76551,"us","washington","Washington","MO",13890,38.5580556,-91.0119444
"2328",76565,"us","webb city","Webb City","MO",10503,37.1463889,-94.4627778
"2329",76568,"us","webster groves","Webster Groves","MO",22875,38.5925,-90.3572222
"2330",76578,"us","wentzville","Wentzville","MO",17610,38.8113889,-90.8527778
"2331",76595,"us","west plains","West Plains","MO",11050,36.7280556,-91.8522222
"2332",76643,"us","wildwood","Wildwood","MO",35007,38.5827778,-90.6627778
"2333",76769,"us","anaconda","Anaconda","MT",8693,46.1286111,-112.9413889
"2334",76831,"us","belgrade","Belgrade","MT",7452,45.7761111,-111.1761111
"2335",76874,"us","billings","Billings","MT",99751,45.7833333,-108.5
"2336",76917,"us","bozeman","Bozeman","MT",33178,45.6797222,-111.0377778
"2337",76955,"us","butte","Butte","MT",31056,46.0038889,-112.5338889
"2338",77136,"us","dillon","Dillon","MT",3964,45.2163889,-112.6366667
"2339",77325,"us","glendive","Glendive","MT",4699,47.1052778,-104.7119444
"2340",77347,"us","great falls","Great Falls","MT",56075,47.5002778,-111.3
"2341",77372,"us","hamilton","Hamilton","MT",4528,46.2469444,-114.1594444
"2342",77388,"us","havre","Havre","MT",9379,48.55,-109.6833333
"2343",77395,"us","helena","Helena","MT",27340,46.5927778,-112.0352778
"2344",77488,"us","kalispell","Kalispell","MT",18018,48.1958333,-114.3119444
"2345",77547,"us","laurel","Laurel","MT",6334,45.6691667,-108.7708333
"2346",77563,"us","lewistown","Lewistown","MT",5918,47.0625,-109.4275
"2347",77578,"us","livingston","Livingston","MT",7155,45.6625,-110.5602778
"2348",77666,"us","miles city","Miles City","MT",8184,46.4083333,-105.84
"2349",77679,"us","missoula","Missoula","MT",63164,46.8722222,-113.9930556
"2350",77773,"us","orchard homes","Orchard Homes","MT",4897,46.8633333,-114.0475
"2351",77834,"us","polson","Polson","MT",4832,47.6936111,-114.1622222
"2352",78026,"us","sidney","Sidney","MT",4373,47.7166667,-104.1558333
"2353",78274,"us","whitefish","Whitefish","MT",6338,48.4111111,-114.3366667
"2354",78409,"us","beatrice","Beatrice","NE",13198,40.2680556,-96.7466667
"2355",78419,"us","bellevue","Bellevue","NE",48099,41.1366667,-95.8905556
"2356",78548,"us","columbus","Columbus","NE",20823,41.4297222,-97.3680556
"2357",78702,"us","fremont","Fremont","NE",25197,41.4333333,-96.4977778
"2358",78738,"us","grand island","Grand Island","NE",44766,40.925,-98.3416667
"2359",78772,"us","hastings","Hastings","NE",23001,40.5861111,-98.3880556
"2360",78863,"us","kearney","Kearney","NE",28758,40.6994444,-99.0811111
"2361",78894,"us","la vista","La Vista","NE",15695,41.1838889,-96.0308333
"2362",78918,"us","lexington","Lexington","NE",10169,40.7808333,-99.7411111
"2363",78922,"us","lincoln","Lincoln","NE",242072,40.8,-96.6666667
"2364",79069,"us","norfolk","Norfolk","NE",24094,42.0283333,-97.4166667
"2365",79074,"us","north platte","North Platte","NE",24172,41.1238889,-100.765
"2366",79099,"us","omaha","Omaha","NE",413487,41.2586111,-95.9375
"2367",79128,"us","papillion","Papillion","NE",18755,41.1544444,-96.0419444
"2368",79270,"us","scottsbluff","Scottsbluff","NE",14869,41.8666667,-103.6666667
"2369",79310,"us","south sioux city","South Sioux City","NE",12135,42.4738889,-96.4133333
"2370",79550,"us","boulder city","Boulder City","NV",15479,35.9786111,-114.8316667
"2371",79577,"us","carson city","Carson City","NV",57341,39.1638889,-119.7663889
"2372",79665,"us","elko","Elko","NV",15822,40.8325,-115.7622222
"2373",79674,"us","fallon","Fallon","NV",8126,39.4736111,-118.7763889
"2374",79678,"us","fernley","Fernley","NV",11974,39.6080556,-119.2508333
"2375",79734,"us","henderson","Henderson","NV",239757,36.0397222,-114.9811111
"2376",79791,"us","las vegas","Las Vegas","NV",540111,36.175,-115.1363889
"2377",79881,"us","north las vegas","North Las Vegas","NV",165416,36.1988889,-115.1166667
"2378",79898,"us","pahrump","Pahrump","NV",40349,36.2083333,-115.9830556
"2379",79903,"us","paradise","Paradise","NV",215120,36.0972222,-115.1458333
"2380",79945,"us","reno","Reno","NV",202142,39.5297222,-119.8127778
"2381",80005,"us","sparks","Sparks","NV",84662,39.535,-119.7516667
"2382",80007,"us","spring valley","Spring Valley","NV",165015,36.1080556,-115.2441667
"2383",80026,"us","sun valley","Sun Valley","NV",24009,39.5963889,-119.775
"2384",80030,"us","sunrise manor","Sunrise Manor","NV",188608,36.2111111,-115.0722222
"2385",80097,"us","west wendover","West Wendover","NV",4953,40.7391667,-114.0725
"2386",80104,"us","winchester","Winchester","NV",30743,36.13,-115.1180556
"2387",80105,"us","winnemucca","Winnemucca","NV",6329,40.9730556,-117.7347222
"2388",80120,"us","alton","Alton","NH",5068,43.4522222,-71.2180556
"2389",80123,"us","amherst","Amherst","NH",11723,42.8613889,-71.6258333
"2390",80132,"us","atkinson","Atkinson","NH",6782,42.8383333,-71.1475
"2391",80136,"us","auburn","Auburn","NH",5089,43.0044444,-71.3488889
"2392",80145,"us","barnstead","Barnstead","NH",4572,43.3338889,-71.2933333
"2393",80147,"us","barrington","Barrington","NH",8417,43.2227778,-71.0475
"2394",80154,"us","bedford","Bedford","NH",21188,42.9463889,-71.5163889
"2395",80156,"us","belmont","Belmont","NH",7516,43.4452778,-71.4783333
"2396",80160,"us","berlin","Berlin","NH",9953,44.4686111,-71.1855556
"2397",80195,"us","brookline","Brookline","NH",4650,42.7347222,-71.6586111
"2398",80212,"us","candia","Candia","NH",4405,43.0777778,-71.2772222
"2399",80232,"us","charlestown","Charlestown","NH",7726,43.2386111,-72.425
"2400",80239,"us","chester","Chester","NH",5236,42.9566667,-71.2577778
"2401",80248,"us","claremont","Claremont","NH",13562,43.3766667,-72.3472222
"2402",80264,"us","concord","Concord","NH",42605,43.2080556,-71.5380556
"2403",80271,"us","conway","Conway","NH",9257,43.9791667,-71.1208333
"2404",80296,"us","danville","Danville","NH",4537,42.9125,-71.125
"2405",80304,"us","derry","Derry","NH",34539,42.8805556,-71.3277778
"2406",80316,"us","dover","Dover","NH",29061,43.1977778,-70.8741667
"2407",80326,"us","durham","Durham","NH",13435,43.1338889,-70.9269444
"2408",80380,"us","enfield","Enfield","NH",4969,43.6405556,-72.1444444
"2409",80382,"us","epping","Epping","NH",6251,43.0333333,-71.0747222
"2410",80383,"us","epsom","Epsom","NH",4590,43.2227778,-71.3325
"2411",80387,"us","exeter","Exeter","NH",14750,42.9813889,-70.9483333
"2412",80391,"us","farmington","Farmington","NH",6444,43.3897222,-71.0655556
"2413",80410,"us","franklin","Franklin","NH",8729,43.4441667,-71.6477778
"2414",80425,"us","gilford","Gilford","NH",7849,43.5475,-71.4072222
"2415",80437,"us","goffstown","Goffstown","NH",17602,43.0202778,-71.6008333
"2416",80466,"us","hampstead","Hampstead","NH",8650,42.8744444,-71.1816667
"2417",80467,"us","hampton","Hampton","NH",15514,42.9375,-70.8394444
"2418",80474,"us","hanover","Hanover","NH",11222,43.7022222,-72.29
"2419",80482,"us","haverhill","Haverhill","NH",4532,44.0344444,-72.0644444
"2420",80489,"us","henniker","Henniker","NH",4961,43.1797222,-71.8227778
"2421",80501,"us","hillsborough","Hillsborough","NH",5176,43.1141667,-71.8997222
"2422",80506,"us","hollis","Hollis","NH",7711,42.7430556,-71.5922222
"2423",80510,"us","hooksett","Hooksett","NH",13575,43.0966667,-71.4655556
"2424",80511,"us","hopkinton","Hopkinton","NH",5676,43.1913889,-71.6758333
"2425",80516,"us","hudson","Hudson","NH",24474,42.7647222,-71.4402778
"2426",80525,"us","jaffrey","Jaffrey","NH",5784,42.8138889,-72.0236111
"2427",80537,"us","keene","Keene","NH",22891,42.9336111,-72.2786111
"2428",80546,"us","kingston","Kingston","NH",6225,42.9363889,-71.0538889
"2429",80548,"us","laconia","Laconia","NH",17533,43.5277778,-71.4708333
"2430",80562,"us","lebanon","Lebanon","NH",12853,43.6422222,-72.2522222
"2431",80563,"us","lee","Lee","NH",4500,43.1230556,-71.0119444
"2432",80572,"us","litchfield","Litchfield","NH",8307,42.8441667,-71.4802778
"2433",80575,"us","littleton","Littleton","NH",6296,44.3061111,-71.7705556
"2434",80580,"us","londonderry","Londonderry","NH",24474,42.865,-71.3744444
"2435",80585,"us","loudon","Loudon","NH",5199,43.2855556,-71.4677778
"2436",80602,"us","manchester","Manchester","NH",109877,42.9955556,-71.4552778
"2437",80624,"us","meredith","Meredith","NH",6593,43.6575,-71.5008333
"2438",80629,"us","merrimack","Merrimack","NH",26726,42.865,-71.4938889
"2439",80633,"us","milford","Milford","NH",14661,42.8352778,-71.6494444
"2440",80637,"us","milton","Milton","NH",4472,43.4097222,-70.9888889
"2441",80645,"us","moultonborough","Moultonborough","NH",5034,43.7547222,-71.3972222
"2442",80653,"us","nashua","Nashua","NH",87039,42.7652778,-71.4680556
"2443",80656,"us","new boston","New Boston","NH",4934,42.9761111,-71.6944444
"2444",80661,"us","new ipswich","New Ipswich","NH",5283,42.7480556,-71.8547222
"2445",80663,"us","new london","New London","NH",4369,43.4138889,-71.9855556
"2446",80670,"us","newmarket","Newmarket","NH",8931,43.0827778,-70.9355556
"2447",80671,"us","newport","Newport","NH",6593,43.3652778,-72.1738889
"2448",80672,"us","newton","Newton","NH",4513,42.8694444,-71.035
"2449",80689,"us","north hampton","North Hampton","NH",4721,42.9725,-70.8302778
"2450",80715,"us","northfield","Northfield","NH",5049,43.4330556,-71.5927778
"2451",80733,"us","ossipee","Ossipee","NH",4655,43.6852778,-71.1172222
"2452",80747,"us","pelham","Pelham","NH",12676,42.7344444,-71.325
"2453",80748,"us","pembroke","Pembroke","NH",7461,43.1466667,-71.4580556
"2454",80756,"us","peterborough","Peterborough","NH",6021,42.8705556,-71.9522222
"2455",80768,"us","pittsfield","Pittsfield","NH",4515,43.3058333,-71.3247222
"2456",80772,"us","plaistow","Plaistow","NH",7885,42.8363889,-71.0952778
"2457",80773,"us","plymouth","Plymouth","NH",6236,43.7569444,-71.6886111
"2458",80777,"us","portsmouth","Portsmouth","NH",20954,43.0716667,-70.7630556
"2459",80794,"us","raymond","Raymond","NH",10241,43.0361111,-71.1838889
"2460",80799,"us","rindge","Rindge","NH",6049,42.7511111,-72.0102778
"2461",80808,"us","rochester","Rochester","NH",30317,43.3044444,-70.9761111
"2462",80823,"us","rye","Rye","NH",5277,43.0133333,-70.7713889
"2463",80829,"us","salem","Salem","NH",29549,42.7883333,-71.2013889
"2464",80838,"us","sandown","Sandown","NH",5827,42.9286111,-71.1875
"2465",80849,"us","seabrook","Seabrook","NH",8679,42.8947222,-70.8716667
"2466",80872,"us","somersworth","Somersworth","NH",11897,43.2616667,-70.8658333
"2467",80926,"us","stratham","Stratham","NH",6949,43.0238889,-70.9141667
"2468",80934,"us","swanzey","Swanzey","NH",7224,42.8697222,-72.2822222
"2469",80974,"us","wakefield","Wakefield","NH",4705,43.5680556,-71.0305556
"2470",80987,"us","weare","Weare","NH",8583,43.0947222,-71.7311111
"2471",81057,"us","windham","Windham","NH",13091,42.8005556,-71.3047222
"2472",81064,"us","wolfeboro","Wolfeboro","NH",6715,43.5838889,-71.2077778
"2473",81140,"us","asbury park","Asbury Park","NJ",16507,40.2202778,-74.0125
"2474",81145,"us","atlantic city","Atlantic City","NJ",40554,39.3641667,-74.4233333
"2475",81149,"us","audubon","Audubon","NJ",9069,39.8908333,-75.0733333
"2476",81154,"us","avenel","Avenel","NJ",18664,40.5802778,-74.2855556
"2477",81196,"us","bayonne","Bayonne","NJ",59878,40.6686111,-74.1147222
"2478",81211,"us","beachwood","Beachwood","NJ",10899,39.9388889,-74.1933333
"2479",81230,"us","belleville","Belleville","NJ",36878,40.7936111,-74.1505556
"2480",81231,"us","bellmawr","Bellmawr","NJ",11234,39.8675,-75.095
"2481",81246,"us","bergenfield","Bergenfield","NJ",26120,40.9275,-73.9977778
"2482",81248,"us","berkeley heights","Berkeley Heights","NJ",14179,40.6833333,-74.4430556
"2483",81277,"us","bloomfield","Bloomfield","NJ",49120,40.8066667,-74.1858333
"2484",81291,"us","bound brook","Bound Brook","NJ",10102,40.5683333,-74.5388889
"2485",81321,"us","bridgeton","Bridgeton","NJ",22945,39.4272222,-75.2344444
"2486",81325,"us","brigantine","Brigantine","NJ",12670,39.41,-74.365
"2487",81363,"us","burlington","Burlington","NJ",9847,40.0711111,-74.8652778
"2488",81379,"us","camden","Camden","NJ",80412,39.9258333,-75.12
"2489",81405,"us","carteret","Carteret","NJ",21944,40.5772222,-74.2286111
"2490",81417,"us","cedar grove","Cedar Grove","NJ",12457,40.8516667,-74.2294444
"2491",81447,"us","cherry hill","Cherry Hill","NJ",70475,39.9347222,-75.0311111
"2492",81466,"us","cinnaminson","Cinnaminson","NJ",14646,39.9966667,-74.9930556
"2493",81468,"us","clark","Clark","NJ",14628,40.6408333,-74.3111111
"2494",81484,"us","cliffside park","Cliffside Park","NJ",22801,40.8213889,-73.9880556
"2495",81487,"us","clifton","Clifton","NJ",80245,40.8583333,-74.1641667
"2496",81506,"us","collingswood","Collingswood","NJ",14125,39.9180556,-75.0716667
"2497",81509,"us","colonia","Colonia","NJ",17669,40.5744444,-74.3025
"2498",81550,"us","cranford","Cranford","NJ",22627,40.6583333,-74.3
"2499",81624,"us","dover","Dover","NJ",18717,40.8838889,-74.5625
"2500",81635,"us","dumont","Dumont","NJ",17505,40.9405556,-73.9972222
"2501",81648,"us","east brunswick","East Brunswick","NJ",48495,40.4277778,-74.4163889
"2502",81652,"us","east hanover","East Hanover","NJ",12194,40.82,-74.3652778
"2503",81658,"us","east orange","East Orange","NJ",68390,40.7672222,-74.2052778
"2504",81665,"us","eatontown","Eatontown","NJ",14185,40.2961111,-74.0513889
"2505",81673,"us","edgewater","Edgewater","NJ",9875,40.8269444,-73.9761111
"2506",81678,"us","edison","Edison","NJ",102548,40.5186111,-74.4125
"2507",81686,"us","elizabeth","Elizabeth","NJ",123913,40.6638889,-74.2111111
"2508",81694,"us","elmwood park","Elmwood Park","NJ",18973,40.9038889,-74.1188889
"2509",81702,"us","englewood","Englewood","NJ",26012,40.8927778,-73.9730556
"2510",81725,"us","ewing","Ewing","NJ",36559,40.2697222,-74.8002778
"2511",81729,"us","fair lawn","Fair Lawn","NJ",31503,40.9402778,-74.1322222
"2512",81734,"us","fairview","Fairview","NJ",13446,40.8125,-73.9994444
"2513",81770,"us","florham park","Florham Park","NJ",13534,40.7877778,-74.3886111
"2514",81774,"us","fords","Fords","NJ",15391,40.5291667,-74.3163889
"2515",81782,"us","fort dix","Fort Dix","NJ",6868,40.0297222,-74.6188889
"2516",81785,"us","fort lee","Fort Lee","NJ",37839,40.8508333,-73.9705556
"2517",81804,"us","franklin lakes","Franklin Lakes","NJ",11445,41.0166667,-74.2061111
"2518",81809,"us","freehold","Freehold","NJ",11558,40.26,-74.2741667
"2519",81826,"us","garfield","Garfield","NJ",29614,40.8813889,-74.1136111
"2520",81848,"us","glassboro","Glassboro","NJ",19166,39.7027778,-75.1122222
"2521",81854,"us","glen rock","Glen Rock","NJ",11459,40.9627778,-74.1333333
"2522",81862,"us","gloucester city","Gloucester City","NJ",11377,39.8916667,-75.1166667
"2523",81915,"us","guttenberg","Guttenberg","NJ",11086,40.7919444,-74.0041667
"2524",81916,"us","hackensack","Hackensack","NJ",43716,40.8858333,-74.0438889
"2525",81917,"us","hackettstown","Hackettstown","NJ",8264,40.8538889,-74.8294444
"2526",81924,"us","haddonfield","Haddonfield","NJ",11568,39.8913889,-75.0380556
"2527",81940,"us","hammonton","Hammonton","NJ",13261,39.6363889,-74.8027778
"2528",81965,"us","harrison","Harrison","NJ",14094,40.7463889,-74.1566667
"2529",81971,"us","hasbrouck heights","Hasbrouck Heights","NJ",11608,40.8580556,-74.0811111
"2530",81976,"us","hawthorne","Hawthorne","NJ",18413,40.9491667,-74.1541667
"2531",82011,"us","highland park","Highland Park","NJ",14275,40.4958333,-74.4247222
"2532",82017,"us","hillsdale","Hillsdale","NJ",10075,41.0025,-74.0408333
"2533",82019,"us","hillside","Hillside","NJ",22155,40.7011111,-74.2305556
"2534",82026,"us","hoboken","Hoboken","NJ",39738,40.7438889,-74.0327778
"2535",82045,"us","hopatcong","Hopatcong","NJ",16267,40.9327778,-74.6597222
"2536",82077,"us","irvington","Irvington","NJ",61323,40.7322222,-74.2352778
"2537",82078,"us","iselin","Iselin","NJ",17019,40.5752778,-74.3227778
"2538",82096,"us","jersey city","Jersey City","NJ",237681,40.7280556,-74.0780556
"2539",82112,"us","keansburg","Keansburg","NJ",10631,40.4416667,-74.1302778
"2540",82113,"us","kearny","Kearny","NJ",39234,40.7683333,-74.1458333
"2541",82133,"us","kinnelon","Kinnelon","NJ",9536,41.0016667,-74.3675
"2542",82162,"us","lakewood","Lakewood","NJ",42120,40.0977778,-74.2180556
"2543",82216,"us","lincoln park","Lincoln Park","NJ",10845,40.9241667,-74.3025
"2544",82218,"us","linden","Linden","NJ",39878,40.6219444,-74.245
"2545",82220,"us","lindenwold","Lindenwold","NJ",17320,39.8241667,-74.9980556
"2546",82225,"us","little falls","Little Falls","NJ",10688,40.8688889,-74.2086111
"2547",82226,"us","little ferry","Little Ferry","NJ",10790,40.8527778,-74.0425
"2548",82233,"us","livingston","Livingston","NJ",27853,40.7958333,-74.3152778
"2549",82244,"us","lodi","Lodi","NJ",24278,40.8822222,-74.0836111
"2550",82248,"us","long branch","Long Branch","NJ",31524,40.3041667,-73.9927778
"2551",82270,"us","lyndhurst","Lyndhurst","NJ",19996,40.8119444,-74.1247222
"2552",82277,"us","madison","Madison","NJ",15299,40.7597222,-74.4175
"2553",82304,"us","manville","Manville","NJ",10357,40.5408333,-74.5880556
"2554",82307,"us","maple shade","Maple Shade","NJ",19077,39.9525,-74.9927778
"2555",82308,"us","maplewood","Maplewood","NJ",25008,40.7738889,-74.2738889
"2556",82316,"us","marlton","Marlton","NJ",10307,39.8911111,-74.9222222
"2557",82344,"us","maywood","Maywood","NJ",9460,40.9025,-74.0622222
"2558",82370,"us","metuchen","Metuchen","NJ",13467,40.5430556,-74.3636111
"2559",82377,"us","middlesex","Middlesex","NJ",14084,40.5725,-74.4930556
"2560",82389,"us","millburn","Millburn","NJ",20386,40.7394444,-74.3044444
"2561",82395,"us","millville","Millville","NJ",27390,39.4019444,-75.0397222
"2562",82414,"us","montclair","Montclair","NJ",39701,40.8258333,-74.2094444
"2563",82435,"us","morristown","Morristown","NJ",18886,40.7966667,-74.4819444
"2564",82446,"us","mount holly","Mount Holly","NJ",10804,39.9927778,-74.7880556
"2565",82491,"us","new brunswick","New Brunswick","NJ",50633,40.4861111,-74.4522222
"2566",82503,"us","new milford","New Milford","NJ",16326,40.935,-74.0194444
"2567",82505,"us","new providence","New Providence","NJ",11935,40.6983333,-74.4019444
"2568",82509,"us","newark","Newark","NJ",280123,40.7355556,-74.1727778
"2569",82528,"us","north arlington","North Arlington","NJ",15205,40.7883333,-74.1336111
"2570",82531,"us","north bergen","North Bergen","NJ",63484,40.8041667,-74.0125
"2571",82545,"us","north plainfield","North Plainfield","NJ",20991,40.63,-74.4277778
"2572",82564,"us","nutley","Nutley","NJ",27572,40.8222222,-74.1602778
"2573",82576,"us","oakland","Oakland","NJ",14318,41.0130556,-74.2647222
"2574",82586,"us","ocean city","Ocean City","NJ",15637,39.2775,-74.575
"2575",82596,"us","old bridge","Old Bridge","NJ",23233,40.4147222,-74.3658333
"2576",82605,"us","orange","Orange","NJ",34457,40.7705556,-74.2330556
"2577",82631,"us","palisades park","Palisades Park","NJ",18513,40.8480556,-73.9980556
"2578",82637,"us","paramus","Paramus","NJ",26947,40.9444444,-74.0758333
"2579",82653,"us","passaic","Passaic","NJ",68845,40.8566667,-74.1288889
"2580",82655,"us","paterson","Paterson","NJ",151205,40.9166667,-74.1722222
"2581",82680,"us","pennsauken","Pennsauken","NJ",36332,39.9561111,-75.0583333
"2582",82681,"us","pennsville","Pennsville","NJ",11438,39.6533333,-75.5169444
"2583",82691,"us","perth amboy","Perth Amboy","NJ",49107,40.5066667,-74.2658333
"2584",82698,"us","phillipsburg","Phillipsburg","NJ",15091,40.6936111,-75.1905556
"2585",82709,"us","pine hill","Pine Hill","NJ",11306,39.7841667,-74.9925
"2586",82724,"us","pitman","Pitman","NJ",9257,39.7327778,-75.1319444
"2587",82726,"us","plainfield","Plainfield","NJ",47795,40.6336111,-74.4077778
"2588",82741,"us","pleasantville","Pleasantville","NJ",19039,39.3897222,-74.5244444
"2589",82746,"us","point pleasant","Point Pleasant","NJ",20156,40.0830556,-74.0686111
"2590",82758,"us","pompton lakes","Pompton Lakes","NJ",11405,41.0052778,-74.2911111
"2591",82788,"us","princeton","Princeton","NJ",12945,40.3486111,-74.6594444
"2592",82809,"us","rahway","Rahway","NJ",26713,40.6080556,-74.2780556
"2593",82814,"us","ramsey","Ramsey","NJ",14520,41.0572222,-74.1413889
"2594",82828,"us","red bank","Red Bank","NJ",11730,40.3469444,-74.0647222
"2595",82850,"us","ridgefield","Ridgefield","NJ",10932,40.8341667,-74.0091667
"2596",82851,"us","ridgefield park","Ridgefield Park","NJ",12704,40.8569444,-74.0219444
"2597",82853,"us","ridgewood","Ridgewood","NJ",24738,40.9791667,-74.1169444
"2598",82859,"us","ringwood","Ringwood","NJ",12862,41.1133333,-74.2458333
"2599",82862,"us","river edge","River Edge","NJ",10970,40.9286111,-74.0402778
"2600",82899,"us","roselle","Roselle","NJ",21337,40.6641667,-74.2636111
"2601",82900,"us","roselle park","Roselle Park","NJ",13231,40.6644444,-74.2647222
"2602",82918,"us","rutherford","Rutherford","NJ",17952,40.8263889,-74.1072222
"2603",82919,"us","saddle brook","Saddle Brook","NJ",13130,40.8988889,-74.0930556
"2604",82938,"us","sayreville","Sayreville","NJ",42890,40.4591667,-74.3613889
"2605",82947,"us","scotch plains","Scotch Plains","NJ",23584,40.6552778,-74.3902778
"2606",82966,"us","secaucus","Secaucus","NJ",15534,40.7894444,-74.0569444
"2607",83032,"us","somers point","Somers Point","NJ",11698,39.3175,-74.595
"2608",83033,"us","somerset","Somerset","NJ",23584,40.4975,-74.4888889
"2609",83036,"us","somerville","Somerville","NJ",12308,40.5741667,-74.6102778
"2610",83051,"us","south orange","South Orange","NJ",17295,40.7488889,-74.2616667
"2611",83055,"us","south plainfield","South Plainfield","NJ",23373,40.5791667,-74.4119444
"2612",83056,"us","south river","South River","NJ",16480,40.4463889,-74.3863889
"2613",83078,"us","springfield","Springfield","NJ",14976,40.7230556,-74.3111111
"2614",83129,"us","summit","Summit","NJ",21219,40.7413889,-74.36
"2615",83157,"us","teaneck","Teaneck","NJ",40078,40.8975,-74.0163889
"2616",83159,"us","tenafly","Tenafly","NJ",14335,40.9252778,-73.9633333
"2617",83175,"us","tinton falls","Tinton Falls","NJ",16549,40.3041667,-74.1008333
"2618",83179,"us","toms river","Toms River","NJ",119088,39.9536111,-74.1983333
"2619",83180,"us","totowa","Totowa","NJ",10078,40.905,-74.2102778
"2620",83192,"us","trenton","Trenton","NJ",84833,40.2169444,-74.7433333
"2621",83210,"us","union","Union","NJ",56771,40.6975,-74.2636111
"2622",83212,"us","union city","Union City","NJ",66121,40.7794444,-74.0241667
"2623",83244,"us","ventnor city","Ventnor City","NJ",12699,39.3402778,-74.4777778
"2624",83250,"us","verona","Verona","NJ",13545,40.8297222,-74.2405556
"2625",83261,"us","vineland","Vineland","NJ",58122,39.4861111,-75.0261111
"2626",83267,"us","waldwick","Waldwick","NJ",9608,41.0105556,-74.1183333
"2627",83270,"us","wallington","Wallington","NJ",11469,40.8530556,-74.1141667
"2628",83275,"us","wanaque","Wanaque","NJ",10512,41.0380556,-74.2944444
"2629",83302,"us","wayne","Wayne","NJ",57915,40.9252778,-74.2769444
"2630",83306,"us","weehawken","Weehawken","NJ",14104,40.7694444,-74.0208333
"2631",83325,"us","west caldwell","West Caldwell","NJ",11672,40.8408333,-74.3022222
"2632",83336,"us","west freehold","West Freehold","NJ",13219,40.2419444,-74.3016667
"2633",83342,"us","west milford","West Milford","NJ",26968,41.1311111,-74.3677778
"2634",83344,"us","west new york","West New York","NJ",46010,40.7877778,-74.0147222
"2635",83345,"us","west orange","West Orange","NJ",48131,40.7986111,-74.2394444
"2636",83346,"us","west paterson","West Paterson","NJ",11380,40.8897222,-74.1952778
"2637",83356,"us","westfield","Westfield","NJ",29940,40.6588889,-74.3477778
"2638",83362,"us","westwood","Westwood","NJ",11002,40.9911111,-74.0330556
"2639",83395,"us","williamstown","Williamstown","NJ",12310,39.6861111,-74.9955556
"2640",83397,"us","willingboro","Willingboro","NJ",31668,40.0277778,-74.8694444
"2641",83420,"us","woodbridge","Woodbridge","NJ",18794,40.5575,-74.285
"2642",83422,"us","woodbury","Woodbury","NJ",10462,39.8380556,-75.1530556
"2643",83451,"us","wyckoff","Wyckoff","NJ",17124,41.0094444,-74.1733333
"2644",83489,"us","alamogordo","Alamogordo","NM",36058,32.8994444,-105.9597222
"2645",83492,"us","albuquerque","Albuquerque","NM",487378,35.0844444,-106.6505556
"2646",83544,"us","artesia","Artesia","NM",10500,32.8422222,-104.4027778
"2647",83554,"us","aztec","Aztec","NM",7001,36.8222222,-107.9922222
"2648",83573,"us","belen","Belen","NM",6893,34.6627778,-106.7758333
